"","state","state.name","middate","pollster","pollster_id","poll_grade","samplesize","population","clinton","trump","days.until"
"278","DE","Delaware","10/6/16","Google Consumer Surveys",73,"B",103,"likelyvoters",40.37,28.34,33
"279","DE","Delaware","10/5/16","CVOTER International",192,"C+",312,"likelyvoters",55.2,41.4,34
"280","DE","Delaware","10/3/16","Ipsos",25,"A-",135,"likelyvoters",46.96,39.29,36
"281","DE","Delaware","9/30/16","Google Consumer Surveys",73,"B",78,"likelyvoters",47.37,18.2,39
"282","DE","Delaware","9/26/16","Ipsos",25,"A-",131,"likelyvoters",46.26,35.62,43
"283","DE","Delaware","9/25/16","CVOTER International",192,"C+",475,"likelyvoters",54.2,42.9,44
"284","DE","Delaware","9/23/16","Google Consumer Surveys",73,"B",90,"likelyvoters",25.92,23.36,46
"285","DE","Delaware","9/22/16","University of Delaware",NA,"",762,"likelyvoters",51,30,47
"286","DE","Delaware","9/19/16","Ipsos",25,"A-",124,"likelyvoters",43.16,35.28,50
"287","DE","Delaware","9/18/16","CVOTER International",192,"C+",479,"likelyvoters",54.2,42.4,51
"288","DE","Delaware","9/17/16","Google Consumer Surveys",73,"B",85,"likelyvoters",41.23,30.04,52
"289","DE","Delaware","9/12/16","Ipsos",25,"A-",116,"likelyvoters",40.04,32.95,57
"290","DE","Delaware","9/10/16","Google Consumer Surveys",73,"B",103,"likelyvoters",33.9,28.33,59
"291","DE","Delaware","9/5/16","Ipsos",25,"A-",115,"likelyvoters",43.33,28.07,64
"292","DE","Delaware","9/3/16","Google Consumer Surveys",73,"B",123,"likelyvoters",37.37,30.62,66
"293","DE","Delaware","8/29/16","Ipsos",25,"A-",101,"likelyvoters",45.64,23.53,71
"294","DE","Delaware","8/27/16","Google Consumer Surveys",73,"B",99,"likelyvoters",34.1,31.69,73
"295","DE","Delaware","8/20/16","SurveyMonkey",352,"C-",637,"registeredvoters",43,33,80
"296","DE","Delaware","8/20/16","Google Consumer Surveys",73,"B",101,"likelyvoters",35.71,23.01,80
"297","DE","Delaware","8/13/16","Google Consumer Surveys",73,"B",94,"likelyvoters",34.47,32.29,87
"298","DE","Delaware","8/8/16","Ipsos",25,"A-",117,"likelyvoters",44.1,22.13,92
"299","DE","Delaware","7/22/16","Fairleigh Dickinson University (PublicMind)",15,"A",715,"registeredvoters",42,32,109
"300","FL","Florida","10/20/16","Opinion Savvy/InsiderAdvantage",338,"C-",538,"likelyvoters",49,45,19
"301","FL","Florida","10/17/16","Cherry Communications",303,"C",507,"likelyvoters",46,42,22
"302","FL","Florida","10/17/16","Ipsos",25,"A-",631,"likelyvoters",48.01,44.38,22
"303","FL","Florida","10/17/16","Google Consumer Surveys",73,"B",987,"likelyvoters",38.49,38.56,22
"304","FL","Florida","10/16/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",875,"likelyvoters",47,41,23
"305","FL","Florida","10/13/16","Quinnipiac University",26,"A-",660,"likelyvoters",48,44,26
"306","FL","Florida","10/12/16","Public Policy Polling",60,"B+",985,"likelyvoters",46,42,27
"307","FL","Florida","10/12/16","CVOTER International",192,"C+",401,"likelyvoters",48.7,46.3,27
"308","FL","Florida","10/12/16","Gravis Marketing",181,"B-",1799,"registeredvoters",46,42,27
"309","FL","Florida","10/12/16","SurveyMonkey",352,"C-",1702,"likelyvoters",43,45,27
"310","FL","Florida","10/12/16","Google Consumer Surveys",73,"B",964,"likelyvoters",36.93,39.19,27
"311","FL","Florida","10/10/16","Opinion Savvy/InsiderAdvantage",338,"C-",533,"likelyvoters",46.9,44.1,29
"312","FL","Florida","10/10/16","Ipsos",25,"A-",1019,"likelyvoters",47.57,41.81,29
"313","FL","Florida","10/7/16","Florida Atlantic University",206,"C+",400,"likelyvoters",48.6,42.9,32
"314","FL","Florida","10/6/16","Google Consumer Surveys",73,"B",893,"likelyvoters",36.85,37.09,33
"315","FL","Florida","10/5/16","CVOTER International",192,"C+",398,"likelyvoters",47.6,46.7,34
"316","FL","Florida","10/4/16","Marist College",8,"A",700,"likelyvoters",45,42,35
"317","FL","Florida","10/4/16","Gravis Marketing",181,"B-",821,"registeredvoters",47,45,35
"318","FL","Florida","10/3/16","Associated Industries of Florida",NA,"",1000,"likelyvoters",44,41,36
"319","FL","Florida","10/3/16","Emerson College",119,"B",600,"likelyvoters",44,45,36
"320","FL","Florida","10/3/16","Ipsos",25,"A-",979,"likelyvoters",48.55,43.74,36
"321","FL","Florida","9/30/16","University of North Florida",36,"B+",686,"likelyvoters",41,38,39
"322","FL","Florida","9/30/16","Google Consumer Surveys",73,"B",1270,"likelyvoters",34.54,42.36,39
"323","FL","Florida","9/29/16","Quinnipiac University",26,"A-",545,"likelyvoters",46,41,40
"324","FL","Florida","9/28/16","Opinion Savvy/InsiderAdvantage",338,"C-",619,"likelyvoters",46.6,46.3,41
"325","FL","Florida","9/28/16","Mason-Dixon Polling & Research, Inc.",49,"B+",820,"likelyvoters",46,42,41
"326","FL","Florida","9/27/16","Public Policy Polling",60,"B+",826,"likelyvoters",45,43,42
"327","FL","Florida","9/26/16","Ipsos",25,"A-",701,"likelyvoters",47.55,46.4,43
"328","FL","Florida","9/25/16","CVOTER International",192,"C+",785,"likelyvoters",46.3,48.9,44
"329","FL","Florida","9/23/16","Google Consumer Surveys",73,"B",956,"likelyvoters",34.29,41.33,46
"330","FL","Florida","9/20/16","Suffolk University",65,"B+",500,"likelyvoters",44,45,49
"331","FL","Florida","9/19/16","Ipsos",25,"A-",811,"likelyvoters",49.08,45.16,50
"332","FL","Florida","9/18/16","CVOTER International",192,"C+",764,"likelyvoters",46.4,48.2,51
"333","FL","Florida","9/17/16","Monmouth University",1,"A+",400,"likelyvoters",46,41,52
"334","FL","Florida","9/17/16","Cherry Communications",303,"C",617,"likelyvoters",43,41,52
"335","FL","Florida","9/17/16","Google Consumer Surveys",73,"B",1125,"likelyvoters",30.25,43.12,52
"336","FL","Florida","9/13/16","Saint Leo University",257,"C+",475,"likelyvoters",49.4,43.6,56
"337","FL","Florida","9/12/16","Siena College",14,"A",867,"likelyvoters",41,40,57
"338","FL","Florida","9/12/16","Ipsos",25,"A-",722,"likelyvoters",46.33,49.84,57
"339","FL","Florida","9/10/16","Google Consumer Surveys",73,"B",1347,"likelyvoters",30.85,41.04,59
"340","FL","Florida","9/9/16","CNN/Opinion Research Corp.",30,"A-",788,"likelyvoters",44,47,60
"341","FL","Florida","9/8/16","Global Strategy Group",275,"C+",800,"likelyvoters",46,43,61
"342","FL","Florida","9/8/16","YouGov",81,"B",1193,"likelyvoters",44,42,61
"343","FL","Florida","9/7/16","JMC Enterprises",294,"C",781,"likelyvoters",42,46,62
"344","FL","Florida","9/5/16","Public Policy Polling",60,"B+",744,"likelyvoters",43,44,64
"345","FL","Florida","9/5/16","Ipsos",25,"A-",616,"likelyvoters",46.88,47.17,64
"346","FL","Florida","9/3/16","Google Consumer Surveys",73,"B",1195,"likelyvoters",31.35,39.97,66
"347","FL","Florida","9/2/16","Quinnipiac University",26,"A-",761,"likelyvoters",43,43,67
"348","FL","Florida","8/29/16","Ipsos",25,"A-",605,"likelyvoters",48.23,44.6,71
"349","FL","Florida","8/27/16","Google Consumer Surveys",73,"B",1360,"likelyvoters",30.85,39.89,73
"350","FL","Florida","8/23/16","Mason-Dixon Polling & Research, Inc.",49,"B+",625,"likelyvoters",44,42,77
"351","FL","Florida","8/22/16","Ipsos",25,"A-",666,"likelyvoters",49.05,41.88,78
"352","FL","Florida","8/21/16","icitizen",NA,"",600,"registeredvoters",42,37,79
"353","FL","Florida","8/20/16","Florida Atlantic University",206,"C+",1200,"likelyvoters",41,43,80
"354","FL","Florida","8/20/16","SurveyMonkey",352,"C-",3287,"registeredvoters",42,40,80
"355","FL","Florida","8/20/16","Google Consumer Surveys",73,"B",1288,"likelyvoters",32.58,40.47,80
"356","FL","Florida","8/19/16","Cherry Communications",303,"C",608,"likelyvoters",41,44,81
"357","FL","Florida","8/16/16","Saint Leo University",257,"C+",1380,"likelyvoters",51.7,37.7,84
"358","FL","Florida","8/15/16","Ipsos",25,"A-",1216,"likelyvoters",48.52,41.41,85
"359","FL","Florida","8/13/16","Monmouth University",1,"A+",402,"likelyvoters",48,39,87
"360","FL","Florida","8/13/16","Google Consumer Surveys",73,"B",1341,"likelyvoters",34.48,38.4,87
"361","FL","Florida","8/11/16","YouGov",81,"B",1194,"likelyvoters",45,40,89
"362","FL","Florida","8/10/16","Opinion Savvy/InsiderAdvantage",338,"C-",622,"likelyvoters",45.2,44.3,90
"363","FL","Florida","8/7/16","Marist College",8,"A",862,"registeredvoters",41,36,93
"364","FL","Florida","8/3/16","Quinnipiac University",26,"A-",1056,"likelyvoters",43,43,97
"365","FL","Florida","8/2/16","Suffolk University",65,"B+",500,"likelyvoters",43.2,38.8,98
"366","FL","Florida","7/9/16","JMC Enterprises",294,"C",700,"likelyvoters",42,47,122
"367","FL","Florida","7/8/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",1100,"likelyvoters",45,40,123
"368","FL","Florida","7/8/16","Marist College",8,"A",871,"registeredvoters",41,36,123
"369","FL","Florida","7/5/16","Quinnipiac University",26,"A-",1015,"registeredvoters",36,41,126
"370","FL","Florida","6/27/16","Gravis Marketing",181,"B-",1619,"registeredvoters",48.5,48.5,134
"371","FL","Florida","6/27/16","OnMessage Inc.",237,"C+",800,"likelyvoters",45,47,134
"372","FL","Florida","6/26/16","SurveyUSA",12,"A",1678,"likelyvoters",46,42,135
"373","FL","Florida","6/22/16","YouGov",81,"B",1192,"likelyvoters",44,41,139
"374","FL","Florida","6/16/16","Evolving Strategies",NA,"",596,"likelyvoters",47,34,145
"375","FL","Florida","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",49,38,146
"376","FL","Florida","6/13/16","Quinnipiac University",26,"A-",975,"registeredvoters",42,36,148
"377","FL","Florida","6/13/16","Saint Leo University",257,"C+",459,"likelyvoters",45.8,33.1,148
"378","FL","Florida","6/1/16","Mason-Dixon Polling & Research, Inc.",49,"B+",625,"likelyvoters",45,42,160
"379","FL","Florida","5/17/16","Gravis Marketing",181,"B-",2542,"registeredvoters",46,42,175
"380","FL","Florida","5/17/16","YouGov",81,"B",995,"likelyvoters",43,42,175
"381","FL","Florida","5/2/16","Quinnipiac University",26,"A-",1051,"registeredvoters",43,42,190
"382","FL","Florida","4/26/16","Associated Industries of Florida",NA,"",604,"likelyvoters",49,36,196
"383","FL","Florida","3/15/16","Saint Leo University",257,"C+",540,"likelyvoters",51.7,34.2,238
"384","FL","Florida","3/7/16","Marist College",8,"A",2422,"registeredvoters",49,41,246
"385","FL","Florida","3/5/16","SurveyUSA",12,"A",1961,"likelyvoters",44,45,248
"386","FL","Florida","3/4/16","CNN/Opinion Research Corp.",30,"A-",854,"registeredvoters",50,43,249
"387","FL","Florida","2/2/16","Florida Southern College",NA,"",608,"registeredvoters",45,38,280
"388","FL","Florida","1/16/16","Florida Atlantic University",206,"C+",1008,"registeredvoters",44,47,297
"389","FL","Florida","12/1/15","Saint Leo University",257,"C+",404,"likelyvoters",49,41,343
"390","FL","Florida","11/15/15","Florida Atlantic University",206,"C+",829,"registeredvoters",41,49,359
"391","GA","Georgia","10/20/16","Landmark Communications",100,"B",600,"likelyvoters",43,47,19
"392","GA","Georgia","10/20/16","Opinion Savvy/InsiderAdvantage",338,"C-",570,"likelyvoters",46.1,50.1,19
"393","GA","Georgia","10/18/16","Time/Abt SRBI",23,"A-",839,"likelyvoters",42,44,21
"394","GA","Georgia","10/17/16","Google Consumer Surveys",73,"B",551,"likelyvoters",33.26,42.1,22
"395","GA","Georgia","10/16/16","Clout Research/Wenzel Strategies",354,"C-",627,"likelyvoters",43.1,45.8,23
"396","GA","Georgia","10/13/16","Ipsos",25,"A-",523,"likelyvoters",40.91,49.4,26
"397","GA","Georgia","10/12/16","CVOTER International",192,"C+",351,"likelyvoters",45.1,48.8,27
"398","GA","Georgia","10/12/16","SurveyMonkey",352,"C-",886,"likelyvoters",45,41,27
"399","GA","Georgia","10/12/16","Google Consumer Surveys",73,"B",489,"likelyvoters",30.22,41.25,27
"400","GA","Georgia","10/11/16","Landmark Communications",100,"B",1400,"likelyvoters",42.3,47.8,28
"401","GA","Georgia","10/6/16","Ipsos",25,"A-",645,"likelyvoters",41.51,50.04,33
"402","GA","Georgia","10/6/16","Google Consumer Surveys",73,"B",456,"likelyvoters",30.76,42.67,33
"403","GA","Georgia","10/5/16","CVOTER International",192,"C+",360,"likelyvoters",44.8,48.6,34
"404","GA","Georgia","10/3/16","Ipsos",25,"A-",392,"likelyvoters",43.1,48.05,36
"405","GA","Georgia","9/30/16","Google Consumer Surveys",73,"B",599,"likelyvoters",28.89,43.74,39
"406","GA","Georgia","9/26/16","Ipsos",25,"A-",317,"likelyvoters",38.11,50.98,43
"407","GA","Georgia","9/25/16","CVOTER International",192,"C+",626,"likelyvoters",42.5,51.7,44
"408","GA","Georgia","9/23/16","Google Consumer Surveys",73,"B",441,"likelyvoters",31.5,39.2,46
"409","GA","Georgia","9/21/16","Landmark Communications",100,"B",600,"likelyvoters",42.9,46.5,48
"410","GA","Georgia","9/21/16","JMC Enterprises",294,"C",600,"likelyvoters",38,44,48
"411","GA","Georgia","9/18/16","CVOTER International",192,"C+",639,"likelyvoters",42.8,50.6,51
"412","GA","Georgia","9/17/16","Quinnipiac University",26,"A-",638,"likelyvoters",40,47,52
"413","GA","Georgia","9/17/16","Google Consumer Surveys",73,"B",543,"likelyvoters",30.02,44.88,52
"414","GA","Georgia","9/16/16","Monmouth University",1,"A+",401,"likelyvoters",42,45,53
"415","GA","Georgia","9/15/16","Ipsos",25,"A-",613,"likelyvoters",42.71,46.04,54
"416","GA","Georgia","9/14/16","Opinion Savvy/InsiderAdvantage",338,"C-",568,"likelyvoters",42,46.3,55
"417","GA","Georgia","9/11/16","Emerson College",119,"B",600,"likelyvoters",39,45,58
"418","GA","Georgia","9/10/16","Google Consumer Surveys",73,"B",542,"likelyvoters",31.01,39.72,59
"419","GA","Georgia","9/8/16","Ipsos",25,"A-",539,"likelyvoters",39.99,47.77,61
"420","GA","Georgia","9/7/16","Marist College",8,"A",625,"likelyvoters",42,44,62
"421","GA","Georgia","9/3/16","Google Consumer Surveys",73,"B",573,"likelyvoters",31.85,40.74,66
"422","GA","Georgia","9/1/16","Ipsos",25,"A-",529,"likelyvoters",37.89,48.39,68
"423","GA","Georgia","8/27/16","Google Consumer Surveys",73,"B",568,"likelyvoters",25.87,43.94,73
"424","GA","Georgia","8/25/16","Ipsos",25,"A-",525,"likelyvoters",41.1,47.01,75
"425","GA","Georgia","8/20/16","SurveyMonkey",352,"C-",2034,"registeredvoters",39,40,80
"426","GA","Georgia","8/20/16","Google Consumer Surveys",73,"B",636,"likelyvoters",27.58,44.61,80
"427","GA","Georgia","8/18/16","Ipsos",25,"A-",498,"likelyvoters",43.33,46.33,82
"428","GA","Georgia","8/17/16","Opinion Savvy/InsiderAdvantage",338,"C-",730,"likelyvoters",42.8,43,83
"429","GA","Georgia","8/13/16","Google Consumer Surveys",73,"B",546,"likelyvoters",27.63,41.69,87
"430","GA","Georgia","8/11/16","Ipsos",25,"A-",522,"likelyvoters",41.99,46.04,89
"431","GA","Georgia","8/11/16","YouGov",81,"B",988,"likelyvoters",41,45,89
"432","GA","Georgia","8/6/16","JMC Enterprises",294,"C",615,"likelyvoters",44,37,94
"433","GA","Georgia","8/6/16","Gravis Marketing",181,"B-",1604,"registeredvoters",39,43,94
"434","GA","Georgia","8/2/16","Time/Abt SRBI",23,"A-",847,"registeredvoters",41,38,98
"435","GA","Georgia","7/31/16","Landmark Communications",100,"B",787,"likelyvoters",46,46,100
"436","GA","Georgia","7/30/16","SurveyUSA",12,"A",628,"likelyvoters",42,46,101
"437","GA","Georgia","7/24/16","Landmark Communications",100,"B",500,"likelyvoters",44.2,45.5,107
"438","GA","Georgia","7/3/16","Lake Research Partners",42,"B+",600,"likelyvoters",41,40,128
"439","GA","Georgia","5/15/16","Opinion Savvy/InsiderAdvantage",338,"C-",587,"likelyvoters",41,44,177
"440","GA","Georgia","5/10/16","Time/Abt SRBI",23,"A-",822,"registeredvoters",41,45,182
"441","GA","Georgia","5/5/16","Landmark Communications",100,"B",570,"likelyvoters",41,42,187
"442","GA","Georgia","4/1/16","Lake Research Partners",42,"B+",400,"likelyvoters",50,37,221
"443","GA","Georgia","2/22/16","SurveyUSA",12,"A",1261,"likelyvoters",41,50,260
"444","HI","Hawaii","10/17/16","Google Consumer Surveys",73,"B",94,"likelyvoters",49.02,27.28,22
"445","HI","Hawaii","10/12/16","CVOTER International",192,"C+",312,"likelyvoters",64.7,32.5,27
"446","HI","Hawaii","10/12/16","Google Consumer Surveys",73,"B",66,"likelyvoters",51.35,20.4,27
"447","HI","Hawaii","10/6/16","Google Consumer Surveys",73,"B",67,"likelyvoters",49.42,29.17,33
"448","HI","Hawaii","10/5/16","CVOTER International",192,"C+",304,"likelyvoters",64.4,32.4,34
"449","HI","Hawaii","9/30/16","Google Consumer Surveys",73,"B",59,"likelyvoters",62.08,16.96,39
"450","HI","Hawaii","9/25/16","CVOTER International",192,"C+",461,"likelyvoters",63.6,33.5,44
"451","HI","Hawaii","9/23/16","Google Consumer Surveys",73,"B",82,"likelyvoters",42.4,21.69,46
"452","HI","Hawaii","9/18/16","CVOTER International",192,"C+",460,"likelyvoters",64,32.5,51
"453","HI","Hawaii","9/17/16","Google Consumer Surveys",73,"B",42,"likelyvoters",43.2,31.59,52
"454","HI","Hawaii","9/10/16","Google Consumer Surveys",73,"B",90,"likelyvoters",40.16,21.25,59
"455","HI","Hawaii","9/3/16","Google Consumer Surveys",73,"B",90,"likelyvoters",47.31,27.69,66
"456","HI","Hawaii","8/27/16","Google Consumer Surveys",73,"B",85,"likelyvoters",41.35,23.55,73
"457","HI","Hawaii","8/20/16","SurveyMonkey",352,"C-",546,"registeredvoters",51,25,80
"458","HI","Hawaii","8/20/16","Google Consumer Surveys",73,"B",87,"likelyvoters",42.98,22.49,80
"459","HI","Hawaii","8/13/16","Google Consumer Surveys",73,"B",76,"likelyvoters",53.27,22.95,87
"460","IA","Iowa","10/17/16","Google Consumer Surveys",73,"B",424,"likelyvoters",34.22,32.63,22
"461","IA","Iowa","10/12/16","CVOTER International",192,"C+",328,"likelyvoters",48.6,47.7,27
"462","IA","Iowa","10/12/16","SurveyMonkey",352,"C-",1135,"likelyvoters",40,45,27
"463","IA","Iowa","10/12/16","Google Consumer Surveys",73,"B",359,"likelyvoters",32.59,35.59,27
"464","IA","Iowa","10/10/16","Ipsos",25,"A-",363,"likelyvoters",45.62,42.61,29
"465","IA","Iowa","10/8/16","The Times-Picayune/Lucid",NA,"",917,"likelyvoters",41,37,31
"466","IA","Iowa","10/6/16","Google Consumer Surveys",73,"B",360,"likelyvoters",36.61,27.19,33
"467","IA","Iowa","10/5/16","CVOTER International",192,"C+",322,"likelyvoters",48.7,47.1,34
"468","IA","Iowa","10/4/16","Selzer & Company",3,"A+",642,"likelyvoters",39,43,35
"469","IA","Iowa","10/3/16","Ipsos",25,"A-",382,"likelyvoters",44.74,44.49,36
"470","IA","Iowa","9/30/16","Google Consumer Surveys",73,"B",411,"likelyvoters",38.14,29.27,39
"471","IA","Iowa","9/26/16","Ipsos",25,"A-",359,"likelyvoters",44.43,46.18,43
"472","IA","Iowa","9/25/16","CVOTER International",192,"C+",491,"likelyvoters",47.5,49,44
"473","IA","Iowa","9/23/16","Google Consumer Surveys",73,"B",362,"likelyvoters",36.2,29.81,46
"474","IA","Iowa","9/21/16","Loras College",170,"B-",491,"likelyvoters",37.7,38.3,48
"475","IA","Iowa","9/19/16","Ipsos",25,"A-",343,"likelyvoters",42.15,48.82,50
"476","IA","Iowa","9/18/16","CVOTER International",192,"C+",481,"likelyvoters",46.9,48.9,51
"477","IA","Iowa","9/17/16","Quinnipiac University",26,"A-",612,"likelyvoters",37,44,52
"478","IA","Iowa","9/17/16","Google Consumer Surveys",73,"B",387,"likelyvoters",29.97,30.86,52
"479","IA","Iowa","9/13/16","Monmouth University",1,"A+",404,"likelyvoters",37,45,56
"480","IA","Iowa","9/12/16","Ipsos",25,"A-",344,"likelyvoters",40.51,50.74,57
"481","IA","Iowa","9/10/16","Google Consumer Surveys",73,"B",411,"likelyvoters",30.38,35.27,59
"482","IA","Iowa","9/7/16","RABA Research",252,"C+",1054,"likelyvoters",39,40,62
"483","IA","Iowa","9/5/16","Ipsos",25,"A-",347,"likelyvoters",40.55,49.46,64
"484","IA","Iowa","9/3/16","Google Consumer Surveys",73,"B",402,"likelyvoters",36.29,30.31,66
"485","IA","Iowa","8/31/16","Emerson College",119,"B",600,"likelyvoters",39,44,69
"486","IA","Iowa","8/30/16","Public Policy Polling",60,"B+",827,"likelyvoters",45,43,70
"487","IA","Iowa","8/29/16","Ipsos",25,"A-",327,"likelyvoters",41.39,43.91,71
"488","IA","Iowa","8/27/16","Google Consumer Surveys",73,"B",325,"likelyvoters",33.58,32.81,73
